id,titulo,comuna,hometype,precio_uf,currency,latitude,longitude,url_canonical,NSE
594825,"Champa, Parcela 2 Casas Proyecto Familiar 7, Hospital - Champa, Paine",Paine,casa,9000,UF,-33.874409,-70.756477,https://chile.estateathome.com/homedetails/13401931076356871778/Champa-Parcela-2-Casas-Proyecto-Familiar-7-RM-Metropolitana-Paine,ABC1
602523,"Condominio El Castaño Laguna Aculeo G-546 168, Hospital - Champa, Paine",Paine,casa,12200,UF,-33.838566,-70.819267,https://chile.estateathome.com/homedetails/415346444812349196/Condominio-El-Castano-Laguna-Aculeo-G-546-168-RM-Metropolitana-Paine,ABC1
608473,"Linda Casa En Condominio, Paine",Paine,casa,6800,UF,-33.851082,-70.653740,https://chile.estateathome.com/homedetails/1443587204818504573/Linda-Casa-En-Condominio-RM-Metropolitana-Paine,ABC1
700497,"Condominio Piedra Molino / Aculeo, Laguna De Aculeo, Paine",Paine,casa,9600,UF,-33.852951,-70.937920,https://chile.estateathome.com/homedetails/5205414494963342636/Condominio-Piedra-Molino-Aculeo-RM-Metropolitana-Paine,ABC1
753455,"Península Del León, Laguna De Aculeo, Paine",Paine,casa,9500,UF,-33.855911,-70.930115,https://chile.estateathome.com/homedetails/6015131895213118620/Peninsula-Del-Leon-RM-Metropolitana-Paine,ABC1
774455,"Padre Hurtado, Paine",Paine,casa,8093,UF,-33.858608,-70.623718,https://chile.estateathome.com/homedetails/12909111007199572229/Padre-Hurtado-RM-Metropolitana-Paine,ABC1
774502,"Huelquen, Paine",Paine,casa,8320,UF,-33.808624,-70.739296,https://chile.estateathome.com/homedetails/2779760993271919537/Huelquen-RM-Metropolitana-Paine,ABC1
783523,"Condominio Piedra Molino,, Laguna De Aculeo, Paine",Paine,casa,4200,UF,-33.854843,-70.939705,https://chile.estateathome.com/homedetails/3277311781010100968/Condominio-Piedra-Molino-RM-Metropolitana-Paine,ABC1
813793,"La Trilla 50 - Casa ., Centro De Paine, Paine",Paine,casa,7800,UF,-33.798088,-70.731339,https://chile.estateathome.com/homedetails/4745532062896017079/La-Trilla-50-Casa-.-RM-Metropolitana-Paine,ABC1
823980,"Jorge Alessandri S / N, Hospital - Champa, Paine",Paine,casa,11802,UF,-33.849483,-70.759087,https://chile.estateathome.com/homedetails/3308057522588575584/Jorge-Alessandri-S-N-RM-Metropolitana-Paine,ABC1
823981,"Dieciocho De Septiembre 6548 - Casa 65, Centro De Paine, Paine",Paine,casa,10000,UF,-33.816666,-70.750000,https://chile.estateathome.com/homedetails/1188922552247815054/Dieciocho-De-Septiembre-6548-Casa-65-RM-Metropolitana-Paine,ABC1
823982,"Aguila Sur Sn, Paine",Paine,casa,9442,UF,-33.908936,-70.761665,https://chile.estateathome.com/homedetails/18444841618246993666/Aguila-Sur-Sn-RM-Metropolitana-Paine,ABC1
830464,"Gran Avenida José Miguel Carrera 440, Centro De Paine, Paine",Paine,casa,1407,UF,-33.802940,-70.730042,https://chile.estateathome.com/homedetails/8253193326266830987/Gran-Avenida-Jose-Miguel-Carrera-440-RM-Metropolitana-Paine,D
840169,"18 De Septiembre, 304, Paine",Paine,casa,2158,UF,-33.807755,-70.735504,https://chile.estateathome.com/homedetails/2086662326151854798/18-De-Septiembre-304-RM-Metropolitana-Paine,C3
1,Proyecto San José de Paine Novum,Paine,casa,2200,UF,-33.8126068,"-70.7435125,15",http://novum.cl/portfolio-item/sjdp/,C2
2,Parque Cantillana,Paine,casa,4000,UF,-33.8653639,-70.9261347,https://parquecantillana.com/inmobiliaria/,ABC1
3,Fondo Solidario de Elección de Vivienda,Paine,casa,1400,UF,-33.8241711,-70.7394422,https://www.paine.cl/vivienda/,E
4,La Aparición,Paine,casa,3400,UF,-33.809046,-70.7675272,https://laaparicion.cl/,ABC1
5,Lomas de Paine,Paine,casa,1500,UF,-33.8064874,-70.7340073,https://www.goplaceit.com/cl/proyecto/paine/1082-lomas-de-paine,D
6,Jardin de las Américas,Paine,casa,1800,UF,-33.80813511633234,-70.69014210994196,https://www.youtube.com/watch?v=KhdfcxFc1oU ,C3
